author,rating,content,images,videos,title,created_at,verified_purchase
sayli,5,Must buy...worth it ... Such a nice suit...I just loved it,,,,2024-04-08 05:16:00,ACTIVE
Monu Malothra,5,Very good clothes 👍aankh bnd krke aap order kr sakte h,,,,2024-05-01 06:10:53,ACTIVE
Asad khan,4,It's must buy suit set,https://assets.myntassets.com/assets/images/2024/4/22/a22fb91d-434a-4c49-9195-f0cb494d49e41713786395645-image539.jpg,,,2024-04-22 11:46:56,ACTIVE
Madhurireddy Pathireddy,4,Good and comfortable ,,,,2024-05-02 14:44:56,ACTIVE
Pinky,4,My sister liked this ,,,,2024-05-08 15:20:51,ACTIVE
Soumyaranjan,5,"Good cotton material 
Thank you to the concern sealer ",,,,2024-06-03 11:06:30,ACTIVE
ayesha,5,Osm brand quality  was very good I am happy to buy this product,https://assets.myntassets.com/assets/images/2024/4/24/4d8c46e7-c42f-42a8-8792-751398655bb01713951353893-image685.jpg,,,2024-04-24 09:36:03,ACTIVE
Khushboo,3,"Fabric is good and also light weight, comfortable for the summer.",,,,2024-05-23 15:17:14,ACTIVE
THALAPATHY,5,Super and nice wroth for price and quality is also good ,,,,2024-05-10 05:33:18,ACTIVE
keerthi,4,Good and as expected ,,,,2024-05-29 18:40:31,ACTIVE
Mani,5,Beautiful kurti set....nice fabric...and colour...👌,,,,2024-05-30 04:13:38,ACTIVE
Komal Soni,5,One of the comfortable kurta and trouser thanks kalini ,,,,2024-04-23 13:59:54,ACTIVE
shivani,5,Product quality is good.and delivery speed khup mst ah ,,,,2024-04-07 11:01:09,ACTIVE
Akshaya sayooj,5,Nice product. Very comfortable cloth. Loved it very much,,,,2024-04-13 10:10:13,ACTIVE
kavita chavan,4,Nice product go for it,,,,2024-06-09 13:23:35,ACTIVE
HALF DIP GAMING,5,"I loved it , thank u for this beautiful product😍❤",,,,2024-04-23 15:14:53,ACTIVE
Myntra Customer,5,"Fantastic 😍 
I loved it 
It's my favourite colour ",,,,2024-05-09 12:24:57,ACTIVE
Swathi,5,Material quality super 🥰 nice dress   tq Myntra ,,,,2024-06-02 12:41:48,ACTIVE
Pooh,5,Very good product just as shown in the picture 😍,,,,2024-06-08 06:39:43,IMAGE_REJECTED
Sumalatha Ramesh,5,Super material.. perfect fit n colour is soothing. ,,,,2024-06-08 07:31:07,ACTIVE
Myntra Customer,5,"Very nice fabric prit and fitting,,, affordable also",,,,2024-04-15 13:47:29,ACTIVE
Etisha,5,"It's a nice product,well fitted too with a nice print.",,,,2024-05-24 10:14:56,ACTIVE
Laxmi,5,"The quality was amazing and the fabric was very soft
",,,,2024-06-03 09:34:42,ACTIVE
Sunil kumar,5,"Fabulous n very good quality with affordable price...
",,,,2024-04-17 12:03:06,ACTIVE
Rahul Rocy,5,"Pretty Colour ,same as in the picture 
Goo for it!!!!!",,,,2024-05-12 02:48:06,ACTIVE
Tapaswini,5,Product is really very very good . In this price it's just wow.❤️❤️,,,,2023-12-14 07:58:33,ACTIVE
Sneha,5,"Just amazing 😍🤩 
Go for it..
Love this fabric.",,,,2024-05-10 03:19:51,ACTIVE
Siddharth Saxena,5,Cloth quality is best and thanks for offers myntra.,,,,2024-05-02 09:45:21,ACTIVE
Myntra Customer,5,Superb material afterwash thoda colour fade aya but ok ,,,,2024-02-24 06:01:55,ACTIVE
Myntra Customer,5,"I love this kurta set . Thank to myntra.too good 
",,,,2024-04-13 09:20:36,ACTIVE
Santoshi singh,5,"Perfect for me
Just loved it
Colour was so bright",,,,2024-05-28 05:33:21,ACTIVE
ruby,5,Colour osm good fabric & thank you so much Myntra ,,,,2024-06-08 12:08:43,ACTIVE
Mounika,5,"Lovely color and nice fit !!!!!! Loved the kurta.
",,,,2024-05-29 08:49:00,ACTIVE
Deepa Kalouni,5,Its very beautiful. I am feeling very comfortable. ,https://assets.myntassets.com/assets/images/2024/5/5/34eea9f8-fb3a-4c52-8ec9-d79294c179a71714906231782-image666.jpg,,,2024-05-05 10:51:01,ACTIVE
amriti priya,5,Suit bhut achcha hai  kisi party ke liye achha hai ,,,,2024-04-20 00:32:43,ACTIVE
Myntra Customer,5,The colour and quality is too good. Good for it .,,,,2024-06-04 19:35:51,ACTIVE
Shashi Kuqshal,5,"Wao lovely dress 😊😊
Thanks Myntra ❤️❤️",https://assets.myntassets.com/assets/images/2024/4/8/e5f329d7-0f5a-4eca-ac87-bda4280178171712561348709-image133.jpg,,,2024-04-08 07:32:11,ACTIVE
shikha Khandelwal,3,This looks good on me but after washing sara color nikal gya ,,,,2024-06-09 05:30:09,ACTIVE
Heny Shukla,5,Beautiful colour and size is perfect! Good quality ,,,,2024-04-10 06:25:13,ACTIVE
Khushi,5,😍I love it thankyou Myntra I love your service,https://assets.myntassets.com/assets/images/2024/4/10/3d5d9bfb-8694-4910-a196-38be7ab828e01712692713276-image93.jpg,,,2024-04-09 19:59:18,ACTIVE
Mitu Talukdar,4,Good quality ,https://assets.myntassets.com/assets/images/2024/6/2/17d95b1e-0e5b-4c1f-9032-58ac684b87661717306986819-image999.jpg,,,2024-05-05 12:45:31,ACTIVE
Natasha Kashyap,5,"Fitting and material is good..I like d stuff

",,,,2024-06-08 01:15:00,ACTIVE
Shiny,5,"Very good , product deliver same like display ",,,,2024-05-31 17:38:04,ACTIVE
Vijay Kumar,5,"Good product, design, colour everything is good ",,,,2024-06-03 06:03:03,ACTIVE
Harsha,5,Same as displayed… good quality and fit👌🏻,,,,2024-05-03 20:44:19,ACTIVE
Hiteshwari Gohil,5,Awesome material..... Product is worth the money,,,,2024-06-06 12:27:06,ACTIVE
Anshul Rana,5,Great product in budget with good material & quality…!!,,,,2024-06-06 14:30:33,ACTIVE
Debasis Mandal,5,"Really amazing fabric quality and superb design 
",,,,2024-04-07 18:29:23,ACTIVE
Akriti mishra,5,Nice clothes 😊 better quality thank u Myntra ,,,,2024-05-25 12:11:20,ACTIVE
kalpana badoni,5,Color is same as shown in picture. Overall good ,,,,2024-06-07 09:38:46,ACTIVE
Kajal Hirwate,5,Thank you Myntra for wonderful fabric and dress ,,,,2024-06-06 18:36:13,ACTIVE
shikha rani,5,Beautiful dress...just loved it ...go for it.,,,,2024-04-29 15:34:40,ACTIVE
pankaj konde,5,Super Quality amazing design..thanks myntra.,,,,2024-06-08 06:30:22,ACTIVE
Suman Parmar,5,"I gifted to my friend n she loved it ☺️
",,,,2024-06-02 04:52:10,ACTIVE
Arpita Sentra,5,,https://assets.myntassets.com/assets/images/2024/4/5/e728eb4d-508e-43a6-9f83-f6292ef7686f1712255497688-image593.jpg,,,2024-04-04 18:31:40,ACTIVE
Rashmi,5,"Excellent I like this dress so much quality also good 
",,,,2024-01-17 07:09:50,ACTIVE
anukriti rana,5,"Material of this product is very beautiful, 
",,,,2024-06-10 03:38:47,ACTIVE
Josita Roopa,5,Beautiful.... Colour and design same it's worth it ,,,,2024-02-29 14:38:39,ACTIVE
Prabhakar,5,Excellent product quality ,,,,2024-04-08 03:41:49,ACTIVE
Jubilee G,5,I RECOMMEND THIS KURTHI SET FOR COLLEGE WEAR,,,,2024-06-01 05:14:48,ACTIVE
Reema Salgaocar,5,Very nice colour n pattern exactly shown on image ,,,,2024-02-21 10:47:37,ACTIVE
Doulykumari,5,Love the dress material fabric ♥️♥️♥️,,,,2024-03-24 17:27:20,ACTIVE
Supriya,5,"Very  pretty dress❤️ loved it 
Thank you Myntra. 
",,,,2024-02-07 10:33:54,ACTIVE
Vijeta Thakur,5,i loved it😍..justt go for itttt!!❤️✨,,,,2024-04-26 15:30:10,ACTIVE
Dimple Desai,5,Amazing design and colour and perfect size ,,,,2024-06-04 08:31:38,ACTIVE
Bhaswati kalita,3,Material is good but fitting is too loose as the size,,,,2024-05-30 07:20:26,ACTIVE
chesta singh,5,"Febric is good in this price nice colour 


",,,,2024-04-24 16:58:04,ACTIVE
shilpa,5,Material is very Nice. pant was very loose ,,,,2024-05-20 16:43:29,ACTIVE
Yogesh,5,very nice dress quality of product too good.,,,,2024-05-04 20:13:30,ACTIVE
Myntra Customer,5,So nice fabric I am so happy Thank you Myntra ,,,,2024-03-18 11:24:14,ACTIVE
Ss,5,"Nice dress. Liked it. Worth paying.thank you
",,,,2024-04-24 06:22:12,ACTIVE
Soumya Tigga,5,"Everything is perfect the fit the colour...

",,,,2024-05-20 06:38:27,ACTIVE
Kamni Joshi,3,"Size issue otherwise quality wise is good product
",,,,2024-03-28 07:58:41,ACTIVE
Sumitra Baskey,5,Most comfortable dress and color is awesome ,,,,2024-05-23 01:01:50,ACTIVE
Myntra Customer,5,"Awesome quality and price 
Really loved it 
",,,,2024-04-26 17:21:39,ACTIVE
Meenakshi,5,"Good material 
Same colour 
Nice and worth ",,,,2024-05-14 18:18:16,ACTIVE
Disha Kamdar,3,Bottoms are bad quality also size wise not good ..,,,,2024-04-12 08:44:33,ACTIVE
Ganesh Mhatre,3,Returning for size is too big,https://assets.myntassets.com/assets/images/2024/3/7/547f96c5-76dd-4628-a210-9ba93abebd1c1709788544616-image257.jpg,,,2024-03-07 05:16:34,ACTIVE
supriya parmar,5,It’s a perfect as shown as in picture ,,,,2024-06-02 09:12:59,ACTIVE
sushmitha shetty,5,"The quality is very good, worth the money. ",,,,2024-04-13 04:41:08,ACTIVE
Nandini Bhattacharjee,5,Very good fabric and comfortable to wear.,,,,2024-06-07 09:48:34,ACTIVE
Myntra Customer,5,"Nice coloured the dupatta was elegant 


",,,,2024-06-03 00:56:57,ACTIVE
Nasrin,5,Wow ..nice dress 4 out of 5,,,,2024-02-22 08:49:02,ACTIVE
Sowmya,5,"Very nice fabric cloth quality was good 
",,,,2024-06-04 13:19:51,ACTIVE
Bindu m,5,"Very nice nd super beautiful 😍😍😍
",,,,2024-05-17 17:11:54,ACTIVE
Navya,5,fabric is so comfortable and perfect fit,,,,2024-06-09 10:30:02,ACTIVE
Anita shukla,5,Nice ,https://assets.myntassets.com/assets/images/2024/4/24/5b7984f6-15be-4e7a-9f40-8fba4eb16b1a1713952960754-image859.jpg,,,2024-04-24 10:02:57,ACTIVE
Aparna,3,Looks good but quality and pattern I didn't liked,,,,2024-05-29 03:17:54,ACTIVE
Rahatun Nesa,5,"Nice material, perfect fit. 10/10 ❤️",,,,2024-05-16 02:47:25,ACTIVE
yata mona,5,"Very good material and also attractive 
",,,,2024-05-19 18:43:59,ACTIVE
Shailender Kumar,3,Everything is good but bottom fabric is not good.,,,,2024-06-05 04:42:49,ACTIVE
Meenakshi,5,Material Quality is good thanku myntra ,,,,2024-05-08 10:55:14,ACTIVE
NIKET RAJ,5,"Bahut hi achha quality h .
Awesome 👍",,,,2024-05-19 09:48:29,ACTIVE
naznin shaikh,5,Material are very nice and comfortable ,,,,2024-06-02 08:29:03,ACTIVE
shweta,5,This dress I like ... good product 😍,https://assets.myntassets.com/assets/images/2024/5/30/f756f2b6-c230-44a6-8d9f-4d9c240ed6781717073094613-image82.jpg,,,2024-05-30 12:45:22,ACTIVE
Jesmin,5,Kurta sets is very nice thanks Myntra ,,,,2024-05-31 04:20:53,ACTIVE
BASANTA DAS,5,"Awesome.. fabric, 
Dress look awesome ",https://assets.myntassets.com/assets/images/2024/6/3/6c8032c1-ac15-4b28-ba55-a93f3042ccf61717428773297-image404.jpg,,,2024-06-03 15:32:57,ACTIVE
Arshiya,5,Excellent color and fabric. Go for it ,,,,2024-06-01 06:55:06,ACTIVE
Maslin,5,"Tq for your myntra 💙i love it


Tq


",,,,2024-05-23 18:09:50,ACTIVE
Yashika,5,Quality and look is just fabulous.... ,,,,2024-05-20 15:41:07,ACTIVE
jyoti,5,stunning..just looking lyk a wow❤️,,,,2024-05-08 14:44:08,ACTIVE
Mousumee Thapa,5,Nice Kurti set at an affordable price.,,,,2024-04-29 01:33:33,ACTIVE
Manasvi,5,It's was really good and worth buying ,,,,2024-04-27 18:19:02,ACTIVE
Bipin Bihari Behera,5,Excellent product in the price range.,,,,2024-05-27 17:43:31,ACTIVE
Myntra Customer,5,"Good quality and genuine price 👍 
",,,,2024-05-25 04:42:22,ACTIVE
Deepa Singh,5,Nice colour and fitting  is awesome ,,,,2024-05-27 06:14:10,ACTIVE
Purva Telang,5,One of the best experience with it ,,,,2024-06-05 05:22:07,ACTIVE
Saranya Saran,5,"Very comfort to wear... Nice fabric.
",,,,2024-06-03 09:02:54,ACTIVE
Myntra Customer,5,Fabric is too good. Just go for it.,,,,2024-06-09 17:49:25,ACTIVE
Sneha Malhotra,5,The fabric is so Good ❣️ Must Have 👍,,,,2024-02-02 10:43:07,ACTIVE
Jyoti,5,Material is soft,https://assets.myntassets.com/assets/images/2024/3/3/8284f82a-f002-48f2-89f9-4c1d3c46c24a1709456626813-image85.jpg,,,2024-03-03 09:05:54,ACTIVE
Priyanka chourasia,5,"It’s my favourite, fabric is good ",,,,2024-05-06 10:51:44,ACTIVE
Rakesh Kumar Hota,5,Very good product at a lower price ,,,,2024-05-25 17:33:22,ACTIVE
Atiya Siddiqui,5,Beautiful 😍😍😍😍😍❤️,,,,2024-04-06 08:01:57,ACTIVE
Bhoomika Bachani,5,Worth the price!! My mom loved it!!,,,,2024-06-04 19:39:07,ACTIVE
Supriya kanaparthi,5,Nice dress,https://assets.myntassets.com/assets/images/2023/12/20/863cd983-2f09-419d-9ae9-a8fc6b0020bc1703055884107-image361.jpg,,,2023-12-20 07:05:29,ACTIVE
samina Ansurkar i,5,"excellent quality......I loved it  
",,,,2024-05-06 15:10:25,ACTIVE
nisha kumari,5,Very nice and good quality products ,,,,2024-04-25 17:41:04,ACTIVE
Myntra Customer,3,I can give 5 star if it's colour not bleeds,,,,2024-04-25 03:18:12,ACTIVE
Sangeeta,5,"nice product, happy with the product ",,,,2024-03-28 04:57:42,ACTIVE
Ashish Rajput,5,One of the best in good price 😉,,,,2024-05-30 16:52:43,ACTIVE
Jayasri Venkat,5,Very nice product and good quality,,,,2024-05-27 01:02:02,IMAGE_REJECTED
Zoha Sheikh,5,"Just love this amazing product😍
",,,,2024-04-24 09:38:29,ACTIVE
Priya,3,This is nice but the quality is really bad,,,,2024-05-13 16:06:28,ACTIVE
Kundan kumar singh,5,Decent product in affordable range,,,,2024-05-23 15:02:14,ACTIVE
Kashish,5,Very nice must to buy worth it💯,,,,2024-04-29 16:09:18,ACTIVE
Meena Arumugam,5,Superb fabric fitting is very good ,,,,2024-04-24 09:10:21,ACTIVE
Mansi yadav,5,Nice krta sets for regular basis ,,,,2024-06-08 12:14:38,ACTIVE
Abhishek Varghese,1,Perfect switching . Thanks Myntra ,,,,2024-04-23 11:44:38,ACTIVE
Sireesha,5,Very good and worth for that cost,,,,2024-05-31 06:32:45,ACTIVE
Karthik Siva,5,it’s looking pretty good quality,,,,2024-05-06 01:57:36,ACTIVE
Ashly Abraham,5,"Good product. Worth the price😍
",,,,2024-05-17 17:30:56,ACTIVE
Sila Nayak,5,Very nice wear ! I just loved it ,,,,2024-05-27 14:38:23,ACTIVE
Avinash Gupta,3,not looking upto the mark. quality is ok ok,,,,2024-05-22 09:00:38,ACTIVE
Anjali,5,"Just love it
",https://assets.myntassets.com/assets/images/2024/3/4/9d8ca853-253c-4ea2-b4fa-10040b7d14251709563456764-image590.jpg,,,2024-03-04 14:44:52,ACTIVE
SHARAD MITTAL,5,Product is good please go for it ,,,,2024-05-13 15:19:11,ACTIVE
Manojreddy Kasam,5,Super dress...very comfortable ,,,,2024-06-09 00:18:45,ACTIVE
Myntra Customer,3,Ok ok product and price is so high ,,,,2024-02-24 12:10:10,ACTIVE
Jayu,5,this is very good material 💯,,,,2024-06-03 08:21:25,ACTIVE
Myntra Customer,5,Nice quality just loved it🥰🥰,,,,2024-04-04 13:54:52,ACTIVE
Nikhil Rajput,5,Fabulous fabric and every thing ,,,,2024-06-06 06:50:56,ACTIVE
Pardhavi,5,It was worth the money and looking decent ,,,,2024-01-14 13:14:27,ACTIVE
Amit,5,Perfect size Perfect fitting nice,,,,2024-05-09 12:03:41,ACTIVE
Myntra Customer,5,Nice dress and quality is good ,,,,2024-06-09 02:23:49,ACTIVE
Kavita Ganjawala,5,"Very good style and fit.
Must buy",,,,2024-04-11 05:38:12,ACTIVE
Biswajit Mahanta,5,"Excellent 👌👍👍👍👌 
",,,,2024-06-03 11:11:19,ACTIVE
Mounika,5,Worth the money. Good for the price.,,,,2024-03-14 18:48:56,ACTIVE
Sailaja,5,Nice product... good quality...,,,,2024-04-26 17:11:54,ACTIVE
Shana,5,"I Love the suit fabric quality, ",,,,2024-04-23 09:14:12,ACTIVE
Alisha Rodrigues,3,The dress is pretty and perfect fitting ,,,,2024-05-13 09:15:39,ACTIVE
mokshi,5,Excellent 👌 dress I'm very very Happy ,,,,2024-01-24 06:30:40,ACTIVE
Shiv Shankar Kumar Singh,5,Pure cotton suprb suit fitting ,,,,2024-05-31 10:11:13,ACTIVE
Abi,5,Cloth quality is too good......,,,,2024-05-28 09:11:19,ACTIVE
Abdullah Sk,3,Colour not that much good ,,,,2023-12-26 06:10:29,ACTIVE
Smriti,5,"Nice and comfortable product.
",,,,2024-06-05 10:47:39,ACTIVE
sakshi verma,5,Very nice I m very happy with it,,,,2024-04-20 16:30:54,ACTIVE
Mansi Singh,5,Material quality was good 😊,,,,2024-06-01 15:29:52,IMAGE_REJECTED
divya bharathi,5,Absolutely beautiful dress.... ,,,,2024-04-29 12:35:30,ACTIVE
Hitesh Verma,3,"Product was good, fabric was also fine",,,,2024-05-02 08:05:06,ACTIVE
Bhuvana,5,Amazing product..nice colour,,,,2024-06-08 05:16:25,ACTIVE
Pooja singh,5,The product quality is very very good.,,,,2024-05-25 13:17:57,ACTIVE
Singampalli srinu,5,"Superb I love it this dress

",,,,2024-05-26 00:53:50,ACTIVE
Myntra Customer,5,Beautiful ❤️❤️❤️,,,,2024-06-03 08:25:33,ACTIVE
tarun,5,Very beautiful kurta set … must go for it.,,,,2023-12-08 07:56:21,ACTIVE
krishan kumar,5,Awesome quality is excellent,,,,2024-06-06 14:29:29,ACTIVE
shaumya Rajput,5,Thankyou  Myntra ❤️❤️,https://assets.myntassets.com/assets/images/2024/6/4/5b0aa64f-02b9-4ca9-9346-9af74ad0ca6b1717515246107-image842.jpg;https://assets.myntassets.com/assets/images/2024/6/4/6eaaa0bd-b1b0-47c3-9abc-7d0b7c1679e41717515266707-image552.jpg,,,2024-06-04 15:34:59,ACTIVE
aarthi dubey,5,"Very good in colour and design v
💯 

",,,,2024-06-08 13:06:30,ACTIVE
Firoz Ahmed,3,"The colour faded after one wash ....
",,,,2024-03-07 18:31:07,ACTIVE
J,5,Same as shown n good quality,,,,2024-06-09 10:26:11,ACTIVE
sapna kanojia,5,Awesome fabric and size also fit. ,,,,2024-02-23 02:58:13,ACTIVE
Rajvinder kaur,5, cloth quality is very good,,,,2024-06-05 20:36:58,ACTIVE
Anshul,5,Really very Nice product🤩🤩,,,,2024-03-09 13:58:52,ACTIVE
Mukti Tiwari,5,Amazing product ❤️❤️,,,,2024-05-28 11:17:45,ACTIVE
Shweta Yadav,5,Perfect for special occasions,,,,2024-05-02 23:02:34,ACTIVE
kalpita pagui,5,"Loved the fitting and fabric
",,,,2024-04-19 08:46:45,ACTIVE
Myntra Customer,5,Comfortable fabric with good design ,,,,2024-01-26 08:21:25,ACTIVE
Chandani Chiku,5,Cloth meterial is too good ,,,,2024-06-04 05:30:20,ACTIVE
Vaishali Pathak,5,I liked the product very much,,,,2024-05-21 07:31:39,ACTIVE
Swati Sinha,5,Very nice suit at this price,,,,2024-05-29 08:26:26,ACTIVE
Prasanna,3,Colour is massy but material is good,,,,2024-05-16 15:02:13,ACTIVE
Deva,5,Excellent fabric nice design,,,,2024-05-07 16:23:41,ACTIVE
Bhanumati0909@gmail.com 8686363798,5,Very pretty 😍😍😍😍,,,,2024-05-17 15:17:41,ACTIVE
Sanjana,5,Amazing quality and colour ,,,,2024-05-17 23:40:42,ACTIVE
Anu,5,More worth then the price ,,,,2024-05-25 16:50:45,ACTIVE
Madhumita Barua Dutta,3,Price wise it's good products,,,,2024-02-26 18:58:40,ACTIVE
KIRTI SISODIA,3,Fabric is harsh and not comfortable ,,,,2024-06-02 01:11:12,ACTIVE
nidhi singh,5,Very nice thanks to myntra,,,,2024-06-09 08:43:45,ACTIVE
Nidhi Tatti,5,Beautiful kurtha loved it!,,,,2024-06-03 08:51:04,ACTIVE
Vandana,5,Nice good ,https://assets.myntassets.com/assets/images/2024/3/15/5ed12821-bb53-41e9-8468-594983880cae1710489562751-image905.jpg,,,2024-03-15 08:00:06,ACTIVE
Maruthi Jalla,5,Buyed for my sister okish ,,,,2024-05-30 09:33:43,ACTIVE
preethi k,1,Awesome product. Go for it ,,,,2024-04-21 17:29:00,ACTIVE
R,5,"Nice dress quality is nice,",https://assets.myntassets.com/assets/images/2024/5/13/a69333e3-9e0f-4d3a-9620-9c3bf75669961715597791599-image214.jpg,,,2024-05-13 10:56:58,ACTIVE
Vaishali Rupesh Bhandekar,5,Very nice product I love it,,,,2024-05-07 17:09:30,ACTIVE
Saumya Srivastava,5,Beautiful but size issue ,,,,2024-06-06 13:45:38,ACTIVE
Arun Patil,5,Superb fitting & quality ,,,,2024-06-01 18:26:04,ACTIVE
Shubhangi Pandey,5,Looks even better in real,,,,2024-06-01 11:31:55,ACTIVE
Apurva,5,Lovely product I like it ,,,,2024-06-04 13:05:13,ACTIVE
Shyam,5,Nice product looking good ,,,,2024-04-25 08:49:51,ACTIVE
Roshan Shelake,4,Nice design and material ,,,,2024-05-26 10:44:26,ACTIVE
Ekta Nayi,5,Nice product thanks Myntra ,https://assets.myntassets.com/assets/images/2024/3/23/078066c6-abef-4947-a3a9-c22f71df2d6b1711171883627-image68.jpg,,,2024-03-23 05:32:31,ACTIVE
KRISHNA Mishra,5,My sister loved it. Nice.,,,,2024-06-05 17:58:30,ACTIVE
Shyama,5,Nice one!!!!Thank you 😊,,,,2024-04-24 16:17:22,ACTIVE
priyanka,5,I love this suit go for it,,,,2024-04-27 13:31:59,ACTIVE
Achyuth kumar,5,"Worth it nice 
....... 
",,,,2024-06-08 12:00:37,ACTIVE
harika B,5,Nice dress & nice cloth ,,,,2024-06-08 11:18:09,IMAGE_REJECTED
Esha Poojari,5,gorgeous dress♥️💕,,,,2024-06-01 07:17:23,ACTIVE
Myntra Customer,5,Nice looking so beautiful,,,,2024-05-16 19:47:12,ACTIVE
Teju Chinna,5,Colour and fit is so nice,,,,2024-05-17 12:48:33,ACTIVE
Vaishali Rohit Naik,5,Good quality.. Nice dress,,,,2024-05-01 18:00:06,ACTIVE
Vishakha,5,"Nice suit amazing.
💞",,,,2024-06-09 07:01:34,ACTIVE
dr.rupalisawant,5,I liked dress n fitting too😍,,,,2024-04-10 11:11:39,ACTIVE
Anu Madhu,5,Good looking 👌 💯 ,,,,2024-06-03 10:11:04,ACTIVE
Myntra Customer,5,Awesome frabic and design,,,,2024-05-12 10:34:15,ACTIVE
Soni Singh,5,Worth of buying it ❤️,,,,2024-05-16 11:24:28,ACTIVE
Irene Sequeira,5,Nice one. Lovely colour ,,,,2024-05-29 09:35:39,ACTIVE
shweta pande,5,Excellent fabric and fitting,,,,2024-03-15 15:15:56,ACTIVE
savita,5,Good Fabric in good price ,,,,2024-03-31 03:34:47,ACTIVE
sirisha,5,"Perfect Fit,Good quality...",,,,2024-03-11 09:57:02,ACTIVE
Amit Prakash,5,My love this suit ❣️,,,,2024-05-04 11:10:08,ACTIVE
Rinki,5,Very good thanx myntra,,,,2024-06-09 05:21:48,ACTIVE
Akanksha Koshale,5,"Nice fabric, comfortable,feeted ",,,,2024-01-23 11:42:57,ACTIVE
5025,5,Good quality.I liked it,,,,2024-05-08 12:20:30,ACTIVE
ARCHANA YADAV,5,Beautiful material 💕,,,,2024-04-28 17:36:12,ACTIVE
Bastab Deka,5,Nice design and febric ,,,,2024-04-19 04:41:18,ACTIVE
VeeraRaghava,5,Good quality product ,,,,2024-06-03 13:37:06,ACTIVE
Madhu,5,Same as shown in the picture ,,,,2024-02-12 15:36:06,ACTIVE
SWATI KUMARI,5,I love this matterial ,https://assets.myntassets.com/assets/images/2024/6/7/7c0026ec-7f20-4b2a-8244-efef1ed02e4b1717750685655-image780.jpg,,,2024-06-07 08:58:47,ACTIVE
Priyanka Narah,5,Very nice..specially dupatta. ,,,,2024-02-05 02:19:48,ACTIVE
Neelam,5,Loved the colour n fabric ,,,,2024-03-17 06:30:59,ACTIVE
Poorneswara Rao,5,Nice and good quality,,,,2024-06-06 09:09:56,ACTIVE
REETU,5,Good product & quality,,,,2024-05-08 14:23:01,ACTIVE
Shalu Harlalka,5,It looked really nice.,,,,2024-05-15 14:53:39,ACTIVE
urvashi,5,Amazing fabric ☺👍,,,,2024-04-11 09:43:20,ACTIVE
Rakesh,1,Ek dum mast I happy. ,,,,2024-05-04 15:14:02,ACTIVE
Muzammil,5,Good product worth it,,,,2024-05-14 11:32:54,ACTIVE
varsha mankar,5,Awesome fabric and color..,,,,2024-03-04 12:55:05,IMAGE_REJECTED
Shweta Kamble,3,Colour was very beautiful ❤️,,,,2024-06-09 18:36:01,ACTIVE
Dona Roy,5,Nice Product 👍🏻,https://assets.myntassets.com/assets/images/2024/5/28/5ac82fb6-8bf6-47bb-bf65-8d1acd67eb0a1716864763769-image197.jpg,,,2024-05-28 02:52:46,ACTIVE
Kranthi,5,Good... excellent product ,,,,2024-03-04 03:16:32,ACTIVE
Naresh sharma,5,Very good shoping app ,,,,2024-05-18 15:10:20,ACTIVE
Seema Singh,5,"Superb 👌👌👌👌
",,,,2024-03-11 16:44:17,ACTIVE
Perfidia Pinto,5,Really pretty outfit!,,,,2024-04-23 08:42:07,ACTIVE
Sandhya,5,"Product is perfect .
",,,,2024-04-19 11:21:57,ACTIVE
kanika,5,This was so pretty…,,,,2024-05-02 12:05:09,ACTIVE
Gayathri Ramesh,2,"Not that great product, I feel the fabric was is not up to the mark because after a wash it becomes more transparent is what I felt hence I returned the product",,,,2024-06-06 08:56:55,ACTIVE
Gaurav,3,Good but not perfect ,,,,2024-03-01 14:13:58,ACTIVE
Deepshikha,5,Superb product in low budget ,,,,2024-04-25 05:33:52,ACTIVE
bhakti,5,Nice quality and color.. ,,,,2024-02-22 10:56:04,ACTIVE
Amma,3,"Quality is not good 
",,,,2024-05-18 05:02:42,ACTIVE
bulbul sharma,5,Very good quality ☺☺,,,,2024-02-21 11:17:24,ACTIVE
Roshni gupta,3,This color n fabric amazing,,,,2024-05-08 12:11:19,ACTIVE
Rachna Bhandari,5,"Same as shown love it
",,,,2024-04-06 07:33:04,ACTIVE
Khushi Sharma,5,Very beautiful ❤️,,,,2024-04-24 15:43:16,ACTIVE
Harshita Reddy Dasari,5,I liked it very much.,,,,2024-04-30 17:12:29,ACTIVE
harshita singh,3,Beautiful worth the price ,,,,2024-06-01 03:45:09,ACTIVE
Nidhi Sharma,3,Nice colour& fabric ☺️,,,,2024-06-03 14:39:19,ACTIVE
Myntra Customer,5,"Fabric is very good 
",,,,2024-02-22 16:36:00,ACTIVE
Pinky Yumnam,3,Same as pic very nice ,,,,2024-05-15 13:42:04,ACTIVE
Neha. A,3,Bad quality and print,,,,2024-05-24 04:04:16,ACTIVE
Gomathi Rajagopal,5,"The kurta set was perfect.
",,,,2023-12-15 01:46:26,ACTIVE
shraddha,5,The best kurta black set i've got,,,,2024-05-24 06:33:36,ACTIVE
Pari singh,5,🥰🥰🥰🥰 nice,,,,2024-03-03 05:35:37,ACTIVE
RK,2,Didn't like the material ,,,,2024-06-04 05:08:54,ACTIVE
Hiteshi,5,Nice product ,https://assets.myntassets.com/assets/images/2024/2/27/523ba460-bd08-4110-b602-9093aa864b561709042919714-image762.jpg,,,2024-02-27 14:09:30,ACTIVE
